Model Name,DS-8814
File Version,6
Acquisition Time, 2015-04-21 22:53:38
Time/div(second),+2.00000E-03
Delay(second),+0.00000E+00
Delta(second),+20.0000E-06
Trigger Address,524
Ch1 Trace,On
Ch2 Trace,Off
Ch3 Trace,Off
Ch4 Trace,Off
Ch1 Volts/div,+50.0000E-03
Ch2 Volts/div,+2.00000E-03
Ch3 Volts/div,+10.0000E-03
Ch4 Volts/div,+20.0000E-03
Ch1 Offset(volts),+2.00000E-03
Ch2 Offset(volts),+400.000E-06
Ch3 Offset(volts),-10.0000E-03
Ch4 Offset(volts),-62.4000E-03
Points,1024
Ch1 Volt,Ch2 Volt,Ch3 Volt,Ch4 Volt
+32.0000E-03,,,
+26.0000E-03,,,
+18.0000E-03,,,
+12.0000E-03,,,
+6.00000E-03,,,
-4.00000E-03,,,
-14.0000E-03,,,
-8.00000E-03,,,
-12.0000E-03,,,
-22.0000E-03,,,
-20.0000E-03,,,
-28.0000E-03,,,
-30.0000E-03,,,
-22.0000E-03,,,
-20.0000E-03,,,
-34.0000E-03,,,
-30.0000E-03,,,
-26.0000E-03,,,
-24.0000E-03,,,
-18.0000E-03,,,
-18.0000E-03,,,
-18.0000E-03,,,
-18.0000E-03,,,
-18.0000E-03,,,
-10.0000E-03,,,
-10.0000E-03,,,
-18.0000E-03,,,
-14.0000E-03,,,
-14.0000E-03,,,
-18.0000E-03,,,
-10.0000E-03,,,
-12.0000E-03,,,
-20.0000E-03,,,
-18.0000E-03,,,
-14.0000E-03,,,
-24.0000E-03,,,
-26.0000E-03,,,
-26.0000E-03,,,
-34.0000E-03,,,
-38.0000E-03,,,
-38.0000E-03,,,
-48.0000E-03,,,
-44.0000E-03,,,
-46.0000E-03,,,
-48.0000E-03,,,
-52.0000E-03,,,
-48.0000E-03,,,
-54.0000E-03,,,
-50.0000E-03,,,
-42.0000E-03,,,
-40.0000E-03,,,
-40.0000E-03,,,
-38.0000E-03,,,
-32.0000E-03,,,
-24.0000E-03,,,
-14.0000E-03,,,
-10.0000E-03,,,
-8.00000E-03,,,
+2.00000E-03,,,
+4.00000E-03,,,
+16.0000E-03,,,
+28.0000E-03,,,
+30.0000E-03,,,
+36.0000E-03,,,
+46.0000E-03,,,
+46.0000E-03,,,
+58.0000E-03,,,
+68.0000E-03,,,
+70.0000E-03,,,
+68.0000E-03,,,
+74.0000E-03,,,
+72.0000E-03,,,
+70.0000E-03,,,
+76.0000E-03,,,
+76.0000E-03,,,
+66.0000E-03,,,
+68.0000E-03,,,
+60.0000E-03,,,
+52.0000E-03,,,
+52.0000E-03,,,
+50.0000E-03,,,
+36.0000E-03,,,
+30.0000E-03,,,
+24.0000E-03,,,
+18.0000E-03,,,
+14.0000E-03,,,
+8.00000E-03,,,
+0.00000E+00,,,
-8.00000E-03,,,
-14.0000E-03,,,
-20.0000E-03,,,
-18.0000E-03,,,
-22.0000E-03,,,
-28.0000E-03,,,
-30.0000E-03,,,
-30.0000E-03,,,
-38.0000E-03,,,
-36.0000E-03,,,
-34.0000E-03,,,
-30.0000E-03,,,
-34.0000E-03,,,
-36.0000E-03,,,
-34.0000E-03,,,
-26.0000E-03,,,
-24.0000E-03,,,
-28.0000E-03,,,
-28.0000E-03,,,
-24.0000E-03,,,
-32.0000E-03,,,
-36.0000E-03,,,
-22.0000E-03,,,
-18.0000E-03,,,
-28.0000E-03,,,
-26.0000E-03,,,
-24.0000E-03,,,
-24.0000E-03,,,
-16.0000E-03,,,
-12.0000E-03,,,
-16.0000E-03,,,
-14.0000E-03,,,
-14.0000E-03,,,
-20.0000E-03,,,
-14.0000E-03,,,
-10.0000E-03,,,
-16.0000E-03,,,
-18.0000E-03,,,
-16.0000E-03,,,
-22.0000E-03,,,
-16.0000E-03,,,
-10.0000E-03,,,
-14.0000E-03,,,
-16.0000E-03,,,
-6.00000E-03,,,
-10.0000E-03,,,
-6.00000E-03,,,
+4.00000E-03,,,
+12.0000E-03,,,
+6.00000E-03,,,
+10.0000E-03,,,
+18.0000E-03,,,
+20.0000E-03,,,
+24.0000E-03,,,
+30.0000E-03,,,
+32.0000E-03,,,
+32.0000E-03,,,
+32.0000E-03,,,
+34.0000E-03,,,
+42.0000E-03,,,
+42.0000E-03,,,
+36.0000E-03,,,
+38.0000E-03,,,
+42.0000E-03,,,
+32.0000E-03,,,
+36.0000E-03,,,
+38.0000E-03,,,
+32.0000E-03,,,
+24.0000E-03,,,
+22.0000E-03,,,
+12.0000E-03,,,
+12.0000E-03,,,
+10.0000E-03,,,
+6.00000E-03,,,
-2.00000E-03,,,
-4.00000E-03,,,
-16.0000E-03,,,
-18.0000E-03,,,
-18.0000E-03,,,
-20.0000E-03,,,
-30.0000E-03,,,
-32.0000E-03,,,
-34.0000E-03,,,
-38.0000E-03,,,
-36.0000E-03,,,
-30.0000E-03,,,
-38.0000E-03,,,
-40.0000E-03,,,
-40.0000E-03,,,
-42.0000E-03,,,
-34.0000E-03,,,
-30.0000E-03,,,
-38.0000E-03,,,
-32.0000E-03,,,
-28.0000E-03,,,
-30.0000E-03,,,
-20.0000E-03,,,
-16.0000E-03,,,
-18.0000E-03,,,
-14.0000E-03,,,
-8.00000E-03,,,
-10.0000E-03,,,
-4.00000E-03,,,
+0.00000E+00,,,
+0.00000E+00,,,
+0.00000E+00,,,
+4.00000E-03,,,
-2.00000E-03,,,
+4.00000E-03,,,
+8.00000E-03,,,
+4.00000E-03,,,
+4.00000E-03,,,
+6.00000E-03,,,
-2.00000E-03,,,
+2.00000E-03,,,
+6.00000E-03,,,
+6.00000E-03,,,
+2.00000E-03,,,
+4.00000E-03,,,
-2.00000E-03,,,
-2.00000E-03,,,
+0.00000E+00,,,
+2.00000E-03,,,
-4.00000E-03,,,
-6.00000E-03,,,
-8.00000E-03,,,
-8.00000E-03,,,
-2.00000E-03,,,
-2.00000E-03,,,
-6.00000E-03,,,
-4.00000E-03,,,
-8.00000E-03,,,
-2.00000E-03,,,
+4.00000E-03,,,
+4.00000E-03,,,
+0.00000E+00,,,
+2.00000E-03,,,
+0.00000E+00,,,
+2.00000E-03,,,
+10.0000E-03,,,
+10.0000E-03,,,
+4.00000E-03,,,
+6.00000E-03,,,
+6.00000E-03,,,
+4.00000E-03,,,
+12.0000E-03,,,
+12.0000E-03,,,
+10.0000E-03,,,
+10.0000E-03,,,
+12.0000E-03,,,
+8.00000E-03,,,
+12.0000E-03,,,
+14.0000E-03,,,
+8.00000E-03,,,
+4.00000E-03,,,
+6.00000E-03,,,
-4.00000E-03,,,
+4.00000E-03,,,
+6.00000E-03,,,
+2.00000E-03,,,
+0.00000E+00,,,
+0.00000E+00,,,
-10.0000E-03,,,
-2.00000E-03,,,
+2.00000E-03,,,
+0.00000E+00,,,
-4.00000E-03,,,
-2.00000E-03,,,
-6.00000E-03,,,
-2.00000E-03,,,
+2.00000E-03,,,
+2.00000E-03,,,
-2.00000E-03,,,
+0.00000E+00,,,
-4.00000E-03,,,
+0.00000E+00,,,
+6.00000E-03,,,
+8.00000E-03,,,
+2.00000E-03,,,
+8.00000E-03,,,
+6.00000E-03,,,
+8.00000E-03,,,
+14.0000E-03,,,
+18.0000E-03,,,
+12.0000E-03,,,
+16.0000E-03,,,
+22.0000E-03,,,
+12.0000E-03,,,
+12.0000E-03,,,
+20.0000E-03,,,
+22.0000E-03,,,
+10.0000E-03,,,
+10.0000E-03,,,
+12.0000E-03,,,
+8.00000E-03,,,
+8.00000E-03,,,
+10.0000E-03,,,
+12.0000E-03,,,
+8.00000E-03,,,
+6.00000E-03,,,
+2.00000E-03,,,
+8.00000E-03,,,
+12.0000E-03,,,
+8.00000E-03,,,
+6.00000E-03,,,
+6.00000E-03,,,
+2.00000E-03,,,
+6.00000E-03,,,
+14.0000E-03,,,
+12.0000E-03,,,
+4.00000E-03,,,
+10.0000E-03,,,
+6.00000E-03,,,
+4.00000E-03,,,
+16.0000E-03,,,
+18.0000E-03,,,
+10.0000E-03,,,
+16.0000E-03,,,
+18.0000E-03,,,
+14.0000E-03,,,
+22.0000E-03,,,
+30.0000E-03,,,
+20.0000E-03,,,
+22.0000E-03,,,
+30.0000E-03,,,
+28.0000E-03,,,
+32.0000E-03,,,
+36.0000E-03,,,
+38.0000E-03,,,
+32.0000E-03,,,
+38.0000E-03,,,
+34.0000E-03,,,
+32.0000E-03,,,
+42.0000E-03,,,
+48.0000E-03,,,
+38.0000E-03,,,
+34.0000E-03,,,
+46.0000E-03,,,
+38.0000E-03,,,
+38.0000E-03,,,
+46.0000E-03,,,
+38.0000E-03,,,
+32.0000E-03,,,
+38.0000E-03,,,
+32.0000E-03,,,
+34.0000E-03,,,
+40.0000E-03,,,
+38.0000E-03,,,
+26.0000E-03,,,
+26.0000E-03,,,
+10.0000E-03,,,
+4.00000E-03,,,
+0.00000E+00,,,
-8.00000E-03,,,
-26.0000E-03,,,
-34.0000E-03,,,
-46.0000E-03,,,
-60.0000E-03,,,
-58.0000E-03,,,
-58.0000E-03,,,
-72.0000E-03,,,
-86.0000E-03,,,
-86.0000E-03,,,
-90.0000E-03,,,
-96.0000E-03,,,
-100.000E-03,,,
-100.000E-03,,,
-108.000E-03,,,
-106.000E-03,,,
-106.000E-03,,,
-98.0000E-03,,,
-96.0000E-03,,,
-92.0000E-03,,,
-84.0000E-03,,,
-82.0000E-03,,,
-86.0000E-03,,,
-68.0000E-03,,,
-58.0000E-03,,,
-50.0000E-03,,,
-42.0000E-03,,,
-24.0000E-03,,,
-20.0000E-03,,,
-14.0000E-03,,,
+10.0000E-03,,,
+22.0000E-03,,,
+22.0000E-03,,,
+32.0000E-03,,,
+44.0000E-03,,,
+44.0000E-03,,,
+60.0000E-03,,,
+72.0000E-03,,,
+68.0000E-03,,,
+70.0000E-03,,,
+80.0000E-03,,,
+78.0000E-03,,,
+74.0000E-03,,,
+82.0000E-03,,,
+80.0000E-03,,,
+68.0000E-03,,,
+70.0000E-03,,,
+66.0000E-03,,,
+52.0000E-03,,,
+52.0000E-03,,,
+54.0000E-03,,,
+40.0000E-03,,,
+34.0000E-03,,,
+30.0000E-03,,,
+16.0000E-03,,,
+10.0000E-03,,,
+18.0000E-03,,,
+6.00000E-03,,,
-10.0000E-03,,,
-10.0000E-03,,,
-12.0000E-03,,,
-14.0000E-03,,,
-14.0000E-03,,,
-16.0000E-03,,,
-22.0000E-03,,,
-24.0000E-03,,,
-28.0000E-03,,,
-22.0000E-03,,,
-22.0000E-03,,,
-24.0000E-03,,,
-22.0000E-03,,,
-22.0000E-03,,,
-26.0000E-03,,,
-18.0000E-03,,,
-12.0000E-03,,,
-14.0000E-03,,,
-14.0000E-03,,,
-10.0000E-03,,,
-14.0000E-03,,,
-20.0000E-03,,,
-16.0000E-03,,,
-8.00000E-03,,,
-12.0000E-03,,,
-14.0000E-03,,,
-14.0000E-03,,,
-24.0000E-03,,,
